51300023673,aag,229,168
51300052633,aga,193,109
51300096222,efe,102,60
51300133569,dbe,248,32
51300143542,dca,174,137
51300144100,gae,112,215
51300173436,fbc,199,39
51300207718,cce,152,84
51300209110,eff,99,295
51300212772,cae,21,24
51300228141,fcg,19,147
51300263601,agd,153,286
51300265879,dde,79,160
51300289776,gcd,13,281
51300350513,bgf,226,20
51300365237,bfa,102,181
51300428752,bdc,119,237
51300455131,edg,37,96
51300538852,gbg,78,15
51300555922,dda,196,128
51300573845,gda,283,281
51300685702,ddg,163,117
51300824838,aad,273,216
51300887076,bff,17,104
51300888386,gac,277,176
51300917972,dbf,159,58
51300930964,abe,203,25
51300940636,gdf,140,46
51300961780,edg,89,101
51300977604,acb,129,262
51300987710,fcf,251,51
51301021123,bfc,88,96
51301041779,aab,144,137
51301162283,aee,194,7
51301165575,dag,15,169
51301189367,ddd,215,68
51301223951,efe,111,56
51301232710,fdb,167,94
51301234572,fgc,160,252
51301276851,ccg,256,5
51301284426,dea,92,68
51301315071,dgd,228,29
51301316769,eae,26,109
51301329487,caa,73,17
51301340674,dgg,53,236
51301342135,gcg,288,244
51301351830,cfd,69,221
51301395027,egg,160,153
51301397181,fdd,152,142
51301460649,eag,118,51
51301493623,gad,3,201
51301512270,fdd,121,130
51301516495,eda,92,220
51301517921,feg,117,49
51301520252,eab,10,193
51301527607,ffb,91,246
51301555012,cbc,86,20
51301562049,cac,299,272
51301563976,dga,247,45
51301582594,cff,165,100
51301624314,bfa,142,204
51301644676,eed,240,245
51301646208,aad,283,187
51301654855,gff,99,259
51301731780,fec,87,169
51301745355,dec,53,193
51301745385,bgd,256,25
51301814124,eec,151,86
51301830145,edb,256,252
51301851167,ddd,64,74
51301880090,afb,240,14
51301885761,caf,81,176
51301935391,fga,199,235
51301966021,egd,286,193
51301967120,fae,257,144
51301989453,daf,194,156
51301995433,eef,291,172
51301995642,eeb,85,155
51302004528,fgf,191,20
51302026426,cee,188,216
51302042274,feb,21,139
51302048167,egd,120,181
51302086116,bcg,160,163
51302118792,fgd,120,48
51302125791,gbd,178,217
51302129068,beg,40,137
51302134716,acg,122,25
51302149195,ebc,166,136
51302167288,gcd,256,255
51302194678,cfc,175,235
51302198421,dgg,216,238
51302216059,gcg,19,197
51302220842,edb,61,284
51302255675,cfa,96,240
51302279445,ggc,49,169
51302327684,dgc,23,24
51302363148,ceg,169,241
51302377516,fdf,63,115
51302412434,ade,29,37
51302458674,aed,27,26
51302459572,ggb,28,142
51302502372,gba,173,127
51302513391,eff,13,303
51302602418,ggb,67,132
51302611225,dbb,93,6
51302667807,ffe,159,196
51302682492,dab,245,168
51302686492,bfb,194,209
51302713853,fea,175,125
51302722631,ace,278,273
51302734829,bcf,259,22
51302768582,gbc,260,187
51302811493,bdg,286,94
51302848887,bdd,80,99
51302852309,abg,157,51
51302873989,cde,86,133
51302894506,aab,247,128
51302900542,fag,28,253
51302919571,bgd,161,24
51302922367,ebe,161,152
51302941119,fcd,198,255
51302964720,gee,38,167
51302992988,fdg,239,167
51303020885,cbd,68,131
51303049051,agb,31,41
51303063450,ega,238,67
51303083111,ddg,149,104
51303116052,adf,106,171
51303121163,gea,234,59
51303144225,fdc,145,279
51303160138,ceb,171,218
51303173783,aea,13,269
51303179111,fcf,144,45
51303180232,gdc,227,43
51303212148,beb,186,137
51303260920,bfa,279,193
51303323894,bac,287,126
51303330001,bca,138,131
51303364779,fgc,141,287
51303394385,gdf,30,38
51303426737,caa,88,15
51303432418,fbb,3,155
51303433698,dcd,61,187
51303467844,caf,191,209
51303477020,gbd,36,249
51303482561,cab,296,253
51303495064,dff,143,215
51303544476,ddb,77,239
51303570460,fed,255,241
51303572904,agg,102,275
51303586850,fdd,1,117
51303592160,eee,252,69
51303702291,eca,152,173
51303706464,bcg,241,132
51303752843,edd,224,184
51303769821,eee,119,70
51303774788,cbb,257,227
51303780657,aab,179,128
51303781697,dfd,196,134
51303787166,bbg,286,39
51303814605,aea,121,252
51303834238,ccf,27,291
51303847765,ccc,141,254
51303877199,faa,42,202
51303879481,acb,160,285
51303893848,afg,99,233
51303901106,dfc,155,140
51303912855,gcb,194,120
51303919997,eag,213,55
51303947498,cdg,62,232
51303982372,ebc,64,112
51303992053,fef,299,253
51304002543,bfg,34,177
51304054043,bcf,19,22
51304063352,dcc,252,213
51304067734,dfg,141,185
51304075718,fge,76,112
51304081649,eeg,187,109
51304083076,bca,8,116
51304083419,gga,256,227
51304084629,ggd,249,10
51304097557,fee,186,25
51304149127,edd,76,198
51304149788,gdb,9,103
51304178834,ceb,62,183
51304196730,bee,229,116
51304215211,bfa,121,225
51304253625,cgd,290,51
51304267788,aag,289,141
51304286917,ceb,193,197
51304304414,cca,77,78
51304318494,caa,155,14
51304321991,fdf,84,126
51304354190,dcc,70,210
51304389814,fce,111,255
51304422700,eba,107,77
51304428383,ecd,188,296
51304487733,agc,87,112
51304493740,eda,76,184
51304498168,cgb,215,30
51304515210,cbd,245,121
51304541002,dcf,165,7
51304554305,gae,99,197
51304591390,ccc,188,203
51304593537,bec,128,204
51304607822,eff,256,330
51304618883,cdg,283,236
51304653825,fcc,117,99
51304707539,cff,145,81
51304761940,acf,68,135
51304769924,agb,234,34
51304828250,dfb,214,202
51304833141,dda,67,149
51304842125,ccd,273,64
51304856049,baa,209,114
51304862303,ffg,112,46
51304897658,feg,27,39
51304914156,bae,8,164
51304923068,bcc,130,276
51304959655,efd,90,204
51304967295,ced,149,229
51304968506,cce,123,69
51304981250,gea,7,57
51304981446,ege,97,58
51304993594,cfd,144,247
51305012635,fac,175,57
51305014090,fab,9,108
51305014298,gcf,85,119
51305049970,aeb,48,247
51305053908,bdg,43,94
51305055109,egg,171,146
51305068994,gaa,24,220
51305073679,ggb,200,146
51305081521,dcg,138,15
51305084130,bgd,72,23
51305105481,dfa,121,71
51305110111,fce,115,216
51305160830,agc,283,110
51305161628,aag,134,118
51305180183,fdg,76,140
51305240751,adc,110,250
51305309597,gbb,86,258
51305311149,dgd,214,32
51305315380,eff,232,346
51305353556,aff,218,98
51305358989,gef,18,293
51305374689,ebg,147,125
51305386576,fba,12,93
51305388755,dea,134,74
51305388802,fed,262,202
51305392363,gdd,141,233
51305401093,dag,4,136
51305406658,bce,157,270
51305421965,dba,172,214
51305434891,ebg,297,110
51305448852,afa,115,116
51305489181,edc,242,212
51305514440,geb,129,6
51305578042,dbd,253,277
51305588741,dee,9,287
51305616466,ead,3,175
51305629438,fec,239,187
51305641556,cbc,245,19
51305654041,bae,60,190
51305667443,bee,44,110
51305668843,bea,112,20
51305686267,gdf,71,33
51305695294,fdg,8,152
51305725629,efg,128,113
51305746992,gfb,184,273
51305766657,eaf,61,173
51305777763,bfe,183,119
51305792608,gcg,273,159
51305811869,edg,173,89
51305829093,cdc,74,87
51305834682,geb,152,6
51305856576,bba,127,255
51305859233,faf,101,279
51305878986,gbf,21,222
51305921814,ffe,87,182
51305958749,ecf,199,81
51305982892,gfg,13,175
51305986925,bad,155,150
51305991723,add,118,216
51306019907,ddb,72,198
51306036299,cdf,285,119
51306038900,ada,173,66
51306043625,fdb,141,106
51306070036,gca,145,23
51306103870,bfa,131,238
51306111549,gbg,5,16
51306114132,aed,255,24
51306123292,afe,94,89
51306129338,abc,69,137
51306130320,aca,157,257
51306134184,gbc,217,194
51306154889,ggf,30,293
51306197703,geg,106,171
51306207439,fde,222,166
51306217617,cde,272,139
51306266703,ffc,234,259
51306280733,ffd,279,218
51306334813,cca,220,69
51306341042,aaa,93,263
51306389525,gdg,41,121
51306396320,cdb,69,86
51306397059,fad,296,251
51306403191,aae,60,186
51306419954,cge,6,178
51306424014,deb,254,98
51306442727,bfc,214,97
51306452465,aee,196,7
51306468929,eae,262,115
51306475661,cfe,241,270
51306513386,aeb,215,232
51306551360,bgc,129,289
51306552173,fbf,59,136
51306554771,gbg,35,17
51306567545,fgb,143,67
51306568497,dfd,99,139
51306578252,eaa,285,182
51306582329,agf,237,98
51306587093,bdb,6,153
51306587606,cfg,227,183
51306610444,cgc,12,221
51306619918,abe,222,24
51306630154,abb,81,71
51306633280,bcc,230,259
51306639076,cac,226,231
51306651260,caf,263,175
