51482530364,aaa,100,98
51516142778,aaa,113,102
51562799041,aaa,115,53
51587033013,aaa,115,53
51565995757,aaa,117,55
51442017648,aaa,125,136
51546300419,aaa,126,53
51326086604,aaa,131,167
51400656155,aaa,144,90
51366426035,aaa,150,102
51529364473,aaa,155,76
51493432555,aaa,158,107
51387857687,aaa,162,92
51507056343,aaa,167,93
51355459489,aaa,17,136
51519446337,aaa,185,84
51388298009,aaa,1,86
51331704476,aaa,197,175
51340048090,aaa,205,180
51469564382,aaa,208,111
51316898702,aaa,208,195
51437193500,aaa,209,130
51427196817,aaa,2,127
51489616614,aaa,213,94
51406095273,aaa,218,113
51570442506,aaa,222,54
51389338479,aaa,234,73
51422296723,aaa,236,119
51578265852,aaa,23,64
51354513884,aaa,238,171
51312241301,aaa,238,241
51372887176,aaa,242,103
51379543011,aaa,247,97
51479288445,aaa,25,112
51364072948,aaa,253,127
51591182229,aaa,253,62
51463407096,aaa,258,98
51454270695,aaa,259,86
51397906723,aaa,272,77
51349944626,aaa,281,165
51398796978,aaa,284,79
51538176267,aaa,287,62
51414716068,aaa,29,117
51402926538,aaa,31,105
51500340005,aaa,35,102
51489154227,aaa,37,94
51445934018,aaa,51,118
51449611756,aaa,53,108
51494462696,aaa,56,104
51406526254,aaa,6,101
51410727547,aaa,81,117
51554833032,aaa,81,57
51592500596,aaa,84,53
51306341042,aaa,93,263
51586797679,aab,100,140
51548415547,aab,100,146
51589038894,aab,100,155
51416006797,aab,109,177
51561908812,aab,111,146
51511021843,aab,1,145
51381588590,aab,12,151
51472528702,aab,126,138
51524631042,aab,127,132
51573269233,aab,136,152
51389194430,aab,136,172
51531616916,aab,140,145
51301041779,aab,144,137
51543903692,aab,146,141
51494564090,aab,147,139
51585907467,aab,150,154
51311118076,aab,156,151
51429946820,aab,159,173
51406420583,aab,162,171
51443015002,aab,163,139
51456559506,aab,166,150
51464679442,aab,179,127
51303780657,aab,179,128
51446674383,aab,190,136
51338611994,aab,190,174
51564984502,aab,19,154
51366361956,aab,200,145
51556095113,aab,20,127
51318966315,aab,222,142
51594315896,aab,226,182
51486480254,aab,230,126
51537349350,aab,241,124
51302894506,aab,247,128
51442236763,aab,250,138
51427670036,aab,256,165
51493189505,aab,260,139
51481610708,aab,262,128
51434426393,aab,273,167
51522175074,aab,276,132
51551015279,aab,291,125
51388952554,aab,292,155
51599053617,aab,297,198
51320375341,aab,31,151
51504165379,aab,32,165
51373541750,aab,37,158
51327658719,aab,47,157
51328848968,aab,48,178
51346866061,aab,5,167
51397122566,aab,55,170
51581812939,aab,55,174
51421770679,aab,67,182
51358814694,aab,70,162
51528810034,aab,76,143
51352591262,aab,80,140
51535977424,aab,80,147
51311649443,aab,84,132
51516216971,aab,91,162
51529887001,aac,106,29
51545014567,aac,113,20
51460320160,aac,118,69
51346904824,aac,119,181
51415557586,aac,126,136
51326468227,aac,154,204
51594152230,aac,156,22
51322400510,aac,161,227
51484030416,aac,172,58
51496558882,aac,176,48
51511570595,aac,177,41
51441166445,aac,180,108
51345741511,aac,180,162
51552334857,aac,190,19
51589094916,aac,19,25
51483262127,aac,197,51
51388460789,aac,199,149
51504399214,aac,199,38
51464617337,aac,201,63
51476369262,aac,203,55
51401439752,aac,213,125
51410074205,aac,216,122
51557862515,aac,221,21
51573394085,aac,222,21
51332006833,aac,225,226
51382643095,aac,231,141
51524203510,aac,231,34
51365155569,aac,244,121
51306824032,aac,250,257
51599852072,aac,260,19
51395543737,aac,26,125
51438512977,aac,262,93
51370801461,aac,267,134
51508735214,aac,27,41
51421697054,aac,274,100
51417208391,aac,274,108
51491628135,aac,290,50
51339332854,aac,29,177
51492081025,aac,297,51
51569505727,aac,44,20
51355938060,aac,46,148
51449379768,aac,46,96
51564325916,aac,49,23
51469711912,aac,57,56
51520317968,aac,61,43
51543323056,aac,65,23
51374503320,aac,66,124
51399257241,aac,68,110
51313915763,aac,70,221
51579636068,aac,70,23
51450883105,aac,79,76
51431524623,aac,87,82
